ID,Name,Salary,Team,AGE,GP,W,L,MIN,PTS,FGM,FGA,FGPER,TPM,TPA,TPPER,FTM,FTA,FTPER,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUSMINUS,Position,Country,Draft Round,Draft Number,SGap
487,Johnathan Motley,75000,DAL,22,7,1,6,7.1,4.4,1.7,2.9,60,0,0.1,0,1,2.4,41.2,0.4,2.1,2.6,0.3,0.4,0,0.3,1,8.4,0,0,2.4,F,USA,Undrafted,Undrafted,0
488,Josh Magette,75000,ATL,28,16,2,14,11.2,2.3,0.7,2.3,30.6,0.4,1.1,35.3,0.5,0.5,100,0.1,0.9,1,3.1,0.4,0.4,0,0.9,9,0,0,-0.3,G,USA,Undrafted,Undrafted,0
489,Kadeem Allen,75000,BOS,25,11,6,5,2.9,0.5,0.1,0.5,16.7,0,0.3,0,0.3,0.4,75,0.1,0.3,0.4,0.2,0.3,0.1,0,0.2,1.2,0,0,-0.3,G,USA,2,53,0
490,Kobi Simmons,75000,MEM,20,26,5,21,18.3,5.3,2.2,5.3,42.3,0.2,0.9,20.8,0.6,0.6,100,0.4,1.2,1.6,1.8,1.1,0.7,0.2,1.8,11.3,0,0,-6,G,USA,Undrafted,Undrafted,0
491,London Perrantes,75000,CLE,23,12,7,5,2.7,0.3,0.1,0.4,20,0,0.1,0,0.1,0.3,33.3,0,0.2,0.2,0.4,0.1,0,0,0.3,1,0,0,-0.9,G,USA,Undrafted,Undrafted,0
492,Lorenzo Brown,75000,TOR,27,13,8,5,8.8,1.6,0.7,1.9,36,0.1,0.6,12.5,0.2,0.2,100,0,0.8,0.8,0.9,0.2,0.3,0,0.4,4.7,0,0,3.2,G,USA,2,52,0
493,Luke Kornet,75000,NYK,22,14,4,10,14.6,5.4,2,5.8,34.6,1.1,3.9,29.6,0.2,0.3,75,0.7,2.3,3,1,0.2,0.4,0.8,0.9,13.7,1,0,-3.9,F,USA,Undrafted,Undrafted,0
494,Malcolm Miller,75000,TOR,25,15,15,0,8.4,2.5,0.9,1.9,46.4,0.5,1.4,38.1,0.3,0.3,100,0.3,0.7,1,0.2,0.3,0.1,0.1,0.7,4.3,0,0,0.5,F,USA,Undrafted,Undrafted,0
495,Mangok Mathiang,75000,CHA,25,4,3,1,5,2,1,1.8,57.1,0,0,0,0,0.3,0,0.8,1.8,2.5,0,0,0.3,0,1.3,5.8,0,0,0.3,F,Australia,Undrafted,Undrafted,0
496,Marcus Paige,75000,CHA,24,2,2,0,7.5,4.5,1.5,4,37.5,0.5,1.5,33.3,1,1,100,0,1.5,1.5,1,0,0,0,0,7.8,0,0,-0.5,G,USA,2,55,0
497,Matt Costello,75000,SAS,24,4,2,2,8.1,1,0.5,1,50,0,0,0,0,0,0,0.3,2,2.3,0.5,0.3,0.5,0.5,1.8,7.2,0,0,3.8,F,USA,Undrafted,Undrafted,0
498,Monte Morris,75000,DEN,22,3,2,1,8.4,3.3,1.3,2,66.7,0,0.3,0,0.7,0.7,100,0,0.7,0.7,2.3,0.3,1,0,0.3,10.3,0,0,-2.3,G,USA,2,51,0
499,PJ Dozier,75000,OKC,21,2,1,1,1.6,1,0.5,1,50,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,1.1,0,0,-1.5,G,USA,Undrafted,Undrafted,0
500,Ryan Arcidiacono,75000,CHI,24,18,4,14,9.4,1.7,0.6,1.2,47.6,0.3,0.9,35.3,0.2,0.2,100,0,0.6,0.6,1,0.2,0.4,0,0.6,4.9,0,0,0.1,G,USA,Undrafted,Undrafted,0
501,Torrey Craig,75000,DEN,27,33,17,16,16.1,4.7,1.8,3.7,47.5,0.5,1.5,33.3,0.7,1.1,62.9,1,2.3,3.3,0.6,0.4,0.3,0.2,1.6,10.7,0,0,-1.5,G,USA,Undrafted,Undrafted,0
502,Vincent Hunter,75000,MEM,23,4,0,4,1.9,1.5,0.8,1.3,60,0,0,0,0,0,0,0.5,0.3,0.8,0,0.3,0,0.3,0,2.9,0,0,1.5,F,USA,Undrafted,Undrafted,0
503,Scotty Hopson,74159,DAL,28,1,0,1,8.4,1,0,1,0,0,0,0,1,2,50,0,0,0,1,1,0,0,0,1.5,0,0,-8,G,,Undrafted,Undrafted,0
504,Nate Wolters,50000,UTA,26,5,3,2,3.8,0.4,0.2,1.2,16.7,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0,0.2,1.2,0,0,0.6,G,,2,38,0
505,Jacob Pullen,50000,PHI,28,3,2,1,2,0.7,0.3,0.7,50,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,G,USA,Undrafted,Undrafted,0
506,James Michael McAdoo,50000,PHI,25,3,1,2,6,2.7,0.7,2.3,28.6,0.7,2.3,28.6,0.7,0.7,100,0,0.7,0.7,0,0.3,0,0.3,0.3,4.1,0,0,0.3,F,USA,Undrafted,Undrafted,0
507,Gary Payton II,50000,LAL,25,19,9,10,7.8,2.1,0.9,2.5,38.3,0.1,0.8,13.3,0.1,0.2,66.7,0.4,0.8,1.2,0.7,0.2,0.2,0.2,1.2,5.4,0,0,0.1,G,USA,Undrafted,Undrafted,0
508,Matt Williams Jr.,50000,MIA,24,3,1,2,3.8,1.7,0.7,2,33.3,0.3,1.7,20,0,0,0,0,0.3,0.3,0,0.3,0,0,0.3,1.7,0,0,5.3,G,USA,Undrafted,Undrafted,0
509,Vander Blue,50000,LAL,25,5,1,4,9,0.6,0.2,1,20,0,0.4,0,0.2,0.4,50,0,0.2,0.2,0.6,0.6,0.2,0,0.4,1.7,0,0,3,G,USA,Undrafted,Undrafted,0
510,Jamil Wilson,50000,LAC,27,15,6,9,18.3,7,2.5,5.4,46.9,1.8,4.2,42.9,0.1,0.3,50,0.2,1.9,2.1,0.7,0.5,0.3,0.5,2.3,12.6,0,0,-0.1,F,USA,Undrafted,Undrafted,0
511,Luis Montero,50000,DET,24,2,1,1,4,0,0,0.5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.2,0,0,-2.5,G,Dominican Rep...,Undrafted,Undrafted,0
512,Gian Clavell,50000,DAL,24,7,0,7,9.1,2.9,0.9,2.6,33.3,0.9,2.1,40,0.3,0.3,100,0.1,0.9,1,0.4,0.3,0.3,0,1.1,5.3,0,0,3.1,G,Puerto Rico,Undrafted,Undrafted,0
513,Xavier Rathan-Mayes,46080,MEM,23,5,0,5,23.6,5.8,2.4,8.4,28.6,0.2,2.8,7.1,0.8,1.8,44.4,0,1,1,3.6,2.2,1.2,0.6,3.6,15.6,0,0,-11.8,G,Canada,Undrafted,Undrafted,0
514,Trey McKinney-Jones,46080,IND,27,1,1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,USA,Undrafted,Undrafted,0
515,Jameel Warney,46080,DAL,24,3,1,2,8.9,5.7,2.3,4,58.3,0,0,0,1,1.7,60,1.3,1.7,3,0,0.3,0,0,0.7,8.9,0,0,-1.7,F,USA,Undrafted,Undrafted,0
